gene	divergence	chrom	start
SUGP1	0.0	NC_071463.1	17625603
SULF2	0.0	NC_071446.1	40963547
SULT4A1	0.0	NC_071442.1	185028255
SUMF1	0.0006144393333333333	NC_071456.1	55353385
SUN1	4.192860759493671e-06	NC_071443.1	56241576
SUN2	0.0	NC_071442.1	206911740
SUPT16H	0.0	NC_071451.1	51674159
SUPT20H	0.0	NC_071446.1	152290563
SUPT3H	0.00048552763999999997	NC_071445.1	49409273
SUSD1	0.00429799	NC_071442.1	157436169
SUSD3	0.0	NC_071442.1	70028230
SUSD6	0.0	NC_071451.1	100577061
SV2A	0.0011567384615384616	NC_071459.1	3327902
SV2B	0.0018518533333333333	NC_071447.1	18578786
SV2C	0.00405484	NC_071443.1	131477470
SVEP1	0.0	NC_071442.1	155934141
SVIP	0.0009803933333333334	NC_071452.1	85270155
SVOP	0.000124008	NC_071450.1	108299944
SWAP70	0.0	NC_071452.1	72312339
SWT1	0.0	NC_071459.1	36992002
SYBU	0.0	NC_071457.1	85658026
SYCE1	0.003246753571428572	NC_071453.1	123618168
SYCE1L	0.0	NC_071461.1	31329995
SYCP1	0.0	NC_071448.1	150101868
SYCP2	0.0	NC_071446.1	53262234
SYDE1	0.0	NC_071463.1	13911114
SYDE2	0.0	NC_071448.1	119570024
SYK	0.0	NC_071442.1	74117896
SYMPK	0.0	NC_071463.1	38555088
SYN2	0.0	NC_071456.1	63279517
SYN3	0.0	NC_071442.1	200199047
SYNCRIP	0.0	NC_071445.1	87476062
SYNDIG1L	0.0	NC_071451.1	105224313
SYNE1	0.0	NC_071445.1	155119467
SYNE2	0.0	NC_071451.1	94668064
SYNE4	0.00010607597222222222	NC_071463.1	30689825
SYNJ1	0.0	NC_071462.1	36951429
SYNM	0.00017146285714285714	NC_071447.1	8772980
SYNPO	0.0	NC_071443.1	47425850
SYNPO2	0.0004914	NC_071444.1	74619525
SYNPO2L	0.0	NC_071453.1	52930490
SYS1	0.0	NC_071446.1	38713439
SYT1	0.0	NC_071450.1	78472210
SYT14	6.901609756097561e-06	NC_071460.1	15142311
SYT16	0.0003	NC_071451.1	92706729
SYT2	0.0017904301666666668	NC_071460.1	25759893
SYT6	0.00027428325	NC_071448.1	149338737
SYT7	0.000132943	NC_071452.1	115313052
SYT9	0.0	NC_071452.1	69941849
SYTL1	0.0	NC_071448.1	61123275
SYTL3	0.00018362166666666666	NC_071445.1	161762128
SYTL4	0.0	NC_071464.1	93484049
SYTL5	0.0	NC_071464.1	37281521
SZT2	0.0	NC_071448.1	77163049
TAB1	0.0	NC_071442.1	207528108
TAB2	0.0	NC_071445.1	152171273
TAC3	0.0	NC_071450.1	59132047
TACC1	0.0	NC_071454.1	36532989
TACC2	0.0016286613265306122	NC_071453.1	112098993
TACSTD2	0.0	NC_071448.1	92765712
TADA1	0.0	NC_071459.1	28881120
TADA2B	0.0	NC_071444.1	183494361
TAF1	0.0	NC_071464.1	65615334
TAF10	0.0	NC_071452.1	69026049
TAF2	0.0	NC_071457.1	75858267
TAF3	0.00109409	NC_071448.1	4169973
TAF4	9.498485714285714e-05	NC_071446.1	55293732
TAF4B	0.00050813	NC_071454.1	64638956
TAFA1	0.0	NC_071456.1	44139125
TAFA4	0.000764235	NC_071456.1	44331690
TAFA5	0.0	NC_071442.1	214975122
TAMALIN	0.0	NC_071450.1	63897538
TAMM41	0.0	NC_071456.1	62975295
TANC1	0.0007787455084745763	NC_071447.1	67473678
TANC2	2.8476739130434788e-05	NC_071446.1	84400982
TANGO2	0.0	NC_071442.1	209281417
TANK	0.0	NC_071447.1	65335768
TAOK2	0.0	NC_071453.1	27328239
TAOK3	0.0	NC_071450.1	117757139
TAPT1	0.0	NC_071444.1	173914583
TARBP2	0.0	NC_071450.1	62481306
TARS3	0.0	NC_071447.1	6526461
TAS1R2	0.0012468833333333332	NC_071448.1	52864822
TAS2R38	0.00174064	NC_071449.1	102726010
TAS2R4	0.000988631	NC_071449.1	102862611
TAS2R42	0.0	NC_071450.1	10072905
TASOR2	0.0	NC_071448.1	6272686
TASP1	0.0	NC_071446.1	18554760
TATDN1	0.00540541	NC_071457.1	71119854
TBATA	0.0	NC_071453.1	55791562
TBC1D1	0.0	NC_071444.1	151883062
TBC1D10A	0.0	NC_071442.1	198009789
TBC1D13	0.0	NC_071442.1	174437857
TBC1D14	0.000370645	NC_071444.1	183471904
TBC1D19	0.00144535	NC_071444.1	163294144
TBC1D2	0.0	NC_071442.1	143351706
TBC1D22A	0.0	NC_071442.1	213109747
TBC1D22B	0.0	NC_071445.1	41723570
TBC1D2B	0.0001096610909090909	NC_071451.1	22922565
TBC1D30	0.0	NC_071450.1	50819080
TBC1D31	0.0	NC_071457.1	72472586
TBC1D32	0.0005787033333333333	NC_071445.1	123633341
TBC1D4	0.0	NC_071442.1	39232634
TBC1D5	0.0	NC_071458.1	49202795
TBC1D9B	0.0	NC_071443.1	68527094
TBCCD1	0.0	NC_071456.1	9278916
TBCD	0.003052503571428572	NC_071446.1	134506716
TBCK	0.00016445863636363638	NC_071444.1	87266324
TBL1X	0.0	NC_071464.1	8437776
TBP	0.00125	NC_071445.1	173358078
TBR1	0.00019984	NC_071447.1	65152514
TBRG1	0.0	NC_071452.1	21979784
TBX15	0.0	NC_071448.1	154241992
TBX18	0.0	NC_071445.1	86507258
TBX19	0.000322061	NC_071459.1	27583035
TBX4	0.0005720825	NC_071446.1	91416630
TBXAS1	0.0	NC_071449.1	104616773
TCAF1	0.00157978	NC_071449.1	100982359
TCAIM	0.00596529	NC_071456.1	20984344
TCEA1	0.0	NC_071457.1	680786
TCEA2	0.0	NC_071446.1	57274752
TCEANC2	0.0021340151428571427	NC_071448.1	88317593
TCERG1	0.0	NC_071443.1	43046864
TCERG1L	0.0	NC_071453.1	121111754
TCF20	0.00032954400000000003	NC_071442.1	186581783
TCF21	0.0	NC_071445.1	136652478
TCF4	0.00024106275862068965	NC_071454.1	93537338
TCF7	5.692166666666667e-05	NC_071443.1	71002397
TCF7L2	0.0	NC_071453.1	102630083
TCIRG1	8.509153846153846e-05	NC_071452.1	121660266
TCN1	0.002890175	NC_071452.1	113931047
TCP11	0.0	NC_071445.1	39516906
TCP11L2	0.0	NC_071450.1	105685332
TCTE1	0.0	NC_071445.1	48866766
TCTN3	0.002941249090909091	NC_071453.1	85193220
TDO2	0.0	NC_071444.1	36642261
TDP1	0.0	NC_071451.1	120737730
TDRD12	0.0	NC_071463.1	28241296
TDRD5	0.0	NC_071459.1	17251133
TDRD6	0.0004147655	NC_071445.1	51283171
TDRD7	0.0	NC_071442.1	142600737
TDRD9	0.0	NC_071451.1	134768928
TEAD1	0.00014975128260869564	NC_071452.1	75505509
TEAD3	8.3222375e-05	NC_071445.1	39895275
TECPR1	0.0	NC_071443.1	13432843
TECPR2	0.0001937983333333333	NC_071451.1	133232243
TECTB	0.0	NC_071453.1	101883689
TEKT3	0.0	NC_071446.1	77952142
TEKT4	0.0014814799999999999	NC_071446.1	139906235
TEKT5	0.0	NC_071453.1	10553956
TENM2	0.0	NC_071443.1	26272519
TENM3	0.0	NC_071444.1	7056605
TENM4	0.0	NC_071452.1	57812721
TENT4A	0.0025641076923076924	NC_071443.1	195870165
TENT5C	0.00158802	NC_071448.1	152894827
TEP1	0.0	NC_071451.1	50883734
TEPP	0.00574715	NC_071461.1	12541921
TERB1	0.0	NC_071461.1	20898914
TERB2	0.0	NC_071451.1	28233701
TERF2	0.0	NC_071461.1	23565816
TESPA1	0.0	NC_071450.1	61043629
TET1	0.0	NC_071453.1	58370487
TEX15	0.0	NC_071454.1	28897513
TEX2	0.0	NC_071446.1	85451355
TEX26	0.0	NC_071446.1	146238488
TEX264	0.00343643	NC_071456.1	27975469
TEX29	0.0	NC_071442.1	26212040
TEX36	0.0	NC_071453.1	115643371
TEX47	0.00105708	NC_071449.1	58139801
TEX49	0.0	NC_071450.1	67245354
TEX51	8.955766666666666e-05	NC_071447.1	108188779
TEX54	0.00184162	NC_071452.1	116886729
TEX9	0.0	NC_071451.1	255347
TFAM	0.0	NC_071453.1	68682560
TFAP2B	0.0	NC_071445.1	55184755
TFAP2C	0.0	NC_071446.1	50023748
TFAP2E	0.0	NC_071448.1	69271153
TFB1M	0.0	NC_071445.1	158216902
TFCP2L1	0.0	NC_071447.1	102308919
TFDP1	0.0	NC_071442.1	28435993
TFEC	0.0	NC_071449.1	83824790
TFG	0.0	NC_071456.1	85853941
TFIP11	0.0	NC_071442.1	194362267
TG	0.001654030193548387	NC_071457.1	62588268
TGFB1I1	0.00128866	NC_071453.1	28774710
TGFB2	0.000361664	NC_071460.1	6834917
TGFB3	0.0	NC_071451.1	106772909
TGFBI	0.0017653846153846155	NC_071443.1	32483357
TGFBR1	0.000421941	NC_071442.1	144264768
TGFBR2	0.0	NC_071458.1	61982946
TGFBR3	0.0	NC_071448.1	126390295
TGM1	0.0003711258823529412	NC_071451.1	54378263
TGM2	0.0015625	NC_071446.1	31581340
TGM5	0.0	NC_071451.1	26709082
TGM6	0.00275482	NC_071446.1	7893078
TGM7	0.0	NC_071451.1	26768862
TGS1	0.0	NC_071457.1	10557136
TH	2.822341772151899e-05	NC_071452.1	126448747
THAP4	0.0	NC_071447.1	159372263
THAP5	0.0	NC_071449.1	76382674
THAP6	9.04568e-05	NC_071444.1	118786206
THBS4	0.00416713875	NC_071443.1	127679976
THEM6	0.0	NC_071457.1	53144972
THEMIS	0.0007822790769230769	NC_071445.1	130430158
THEMIS2	0.0	NC_071448.1	61643149
THRAP3	0.0002771625	NC_071448.1	69959673
THRB	0.0	NC_071458.1	55614259
THSD7A	0.00029239766666666665	NC_071449.1	43983871
THSD7B	5.59284e-05	NC_071447.1	89358660
THUMPD3	0.0	NC_071456.1	60498244
TIAM2	0.0	NC_071445.1	158196424
TICAM2	0.000376506	NC_071443.1	91117282
TIE1	0.0	NC_071448.1	77038329
TIFAB	0.0	NC_071443.1	31925805
TIGD2	0.0	NC_071444.1	104637842
TIGD5	0.000781861	NC_071457.1	52318469
TIMD4	0.0	NC_071443.1	54425990
TIMM10B	0.0	NC_071452.1	68876918
TIMP3	0.0001320655	NC_071442.1	200337352
TIMP4	0.00054452475	NC_071456.1	63260012
TINAG	0.00129786	NC_071445.1	58794622
TINAGL1	0.0	NC_071448.1	65284170
TIPARP	0.0	NC_071458.1	21913720
TJAP1	0.0	NC_071445.1	48104465
TJP2	0.0	NC_071442.1	92656166
TKFC	0.0006138733333333334	NC_071452.1	115110144
TKT	0.00442478	NC_071456.1	29553730
TLDC2	0.0	NC_071446.1	285468
TLE1	0.0033641756097560977	NC_071442.1	98160175
TLE3	0.0	NC_071451.1	14582764
TLE4	0.0	NC_071442.1	100133556
TLK1	0.0	NC_071447.1	55289651
TLK2	0.0	NC_071446.1	83864361
TLL1	0.0	NC_071444.1	25030068
TLL2	0.001112610125	NC_071453.1	85863494
TLN1	0.0	NC_071442.1	139656690
TLR10	0.000297708	NC_071444.1	151201857
TLR4	0.000740466	NC_071442.1	163112048
TLR5	0.002386719	NC_071460.1	1803174
TLR6	0.000263922	NC_071444.1	151155593
TM4SF1	0.0	NC_071458.1	28956634
TM4SF18	0.0	NC_071458.1	29007956
TM4SF20	0.0	NC_071447.1	145472859
TM4SF4	0.0	NC_071458.1	28857221
TM6SF1	0.000520743	NC_071447.1	22722553
TM9SF2	0.0	NC_071442.1	14589091
TM9SF3	0.0	NC_071453.1	86048153
TM9SF4	0.0012626266666666665	NC_071446.1	4972002
TMBIM1	0.000715308	NC_071447.1	136501913
TMBIM4	0.0	NC_071450.1	49461966
TMBIM7P	0.0	NC_071449.1	54457513
TMC1	0.0	NC_071442.1	88947287
TMC3	0.0011160714285714285	NC_071447.1	24593684
TMCC1	0.0008106358333333333	NC_071456.1	66159987
TMCC2	0.00180505	NC_071460.1	28954949
TMCC3	0.0	NC_071450.1	94186274
TMCO1	0.00173611	NC_071459.1	29609325
TMCO3	0.0	NC_071442.1	28342674
TMCO4	0.0	NC_071448.1	53731880
TMED10	0.0	NC_071451.1	105959671
TMED6	0.0	NC_071461.1	23544442
TMED7	0.0	NC_071443.1	91076006
TMEFF1	0.00269058	NC_071442.1	145682630
TMEM100	0.0	NC_071446.1	106593576
TMEM104	0.0	NC_071446.1	126814243
TMEM108	0.0	NC_071458.1	43810495
TMEM109	0.0	NC_071452.1	114722631
TMEM117	0.0	NC_071450.1	27594452
TMEM119	0.000393856	NC_071450.1	107979838
TMEM125	0.000489716	NC_071448.1	77012642
TMEM126A	0.0	NC_071452.1	51362516
TMEM126B	0.0	NC_071452.1	51385520
TMEM132A	0.0	NC_071452.1	114727255
TMEM132B	0.000308119	NC_071450.1	125299131
TMEM132C	0.0	NC_071450.1	128207077
TMEM132E	0.00097561	NC_071446.1	95597621
TMEM145	0.002301742857142857	NC_071463.1	35930917
TMEM147	0.0	NC_071463.1	30310561
TMEM150C	0.00107991	NC_071444.1	111514002
TMEM151B	0.0	NC_071445.1	48860008
TMEM156	0.0	NC_071444.1	150982809
TMEM158	0.00161551	NC_071456.1	21721361
TMEM161A	0.0	NC_071463.1	17458866
TMEM161B	0.0	NC_071443.1	119335928
TMEM163	0.0	NC_071447.1	92652495
TMEM167A	0.0	NC_071443.1	124619397
TMEM168	0.0	NC_071449.1	80643306
TMEM170B	0.00127097	NC_071445.1	17589559
TMEM178B	0.0	NC_071449.1	103200522
TMEM184A	0.0	NC_071443.1	55564352
TMEM185B	0.000358038	NC_071447.1	101277430
TMEM192	0.0	NC_071444.1	26084211
TMEM198	0.001237625	NC_071447.1	137769731
TMEM200A	0.0	NC_071445.1	133109844
TMEM201	0.0007930215384615385	NC_071448.1	44536137
TMEM207	0.0060241	NC_071456.1	13151108
TMEM215	0.000858369	NC_071442.1	136985166
TMEM220	0.00022711857142857143	NC_071446.1	73311962
TMEM222	0.0	NC_071448.1	61106454
TMEM229B	0.0	NC_071451.1	98373735
TMEM232	0.0	NC_071443.1	96209751
TMEM236	0.0	NC_071448.1	16789982
TMEM241	0.0	NC_071454.1	61397384
TMEM242	0.00034903999999999995	NC_071445.1	160296742
TMEM243	0.0	NC_071449.1	59835552
TMEM258	0.0	NC_071452.1	115573106
TMEM260	0.0	NC_071451.1	87126152
TMEM266	0.0	NC_071451.1	22393305
TMEM30A	0.0022831066666666668	NC_071445.1	76571911
TMEM35B	0.0	NC_071448.1	68644910
TMEM37	0.0	NC_071447.1	100530077
TMEM39A	0.0	NC_071456.1	77347078
TMEM41A	0.0004525911111111111	NC_071456.1	8197253
TMEM45A	0.0	NC_071456.1	85674815
TMEM50B	0.0	NC_071462.1	37758203
TMEM59	0.0	NC_071448.1	88300967
TMEM60	0.00248756	NC_071449.1	69577891
TMEM63B	0.0	NC_071445.1	48728904
TMEM63C	0.0	NC_071451.1	108036564
TMEM64	8.250833333333334e-05	NC_071457.1	34835728
TMEM67	0.0	NC_071457.1	31688401
TMEM68	0.0	NC_071457.1	10504183
TMEM72	0.0	NC_071453.1	34316248
TMEM86A	0.0	NC_071452.1	81383367
TMEM88	0.0	NC_071446.1	70506435
TMEM88B	0.000777001	NC_071448.1	36799825
TMEM8B	0.0	NC_071442.1	139760503
TMEM9	0.00462963	NC_071460.1	24314724
TMEM94	0.00044305591549295773	NC_071446.1	127479566
TMEM98	0.0	NC_071446.1	97228383
TMEM9B	0.0	NC_071452.1	71557292
TMF1	0.0	NC_071456.1	44636144
TMIE	0.001006035	NC_071456.1	23126523
TMOD1	0.0	NC_071442.1	142725087
TMOD2	0.00014123285714285716	NC_071451.1	35263140
TMOD3	0.0	NC_071451.1	35319431
TMPRSS11A	0.0	NC_071444.1	125608754
TMPRSS11D	0.0	NC_071444.1	125694429
TMPRSS11F	0.0	NC_071444.1	125496090
TMPRSS13	0.0	NC_071452.1	15344621
TMPRSS15	0.0	NC_071462.1	23624362
TMPRSS2	0.0	NC_071462.1	45542509
TMPRSS7	0.0	NC_071456.1	97256689
TMTC1	0.0009719733333333332	NC_071450.1	38100252
TMTC4	9.910322580645162e-05	NC_071442.1	15597567
TMX1	0.00019758933333333334	NC_071451.1	81691390
TNC	0.0	NC_071442.1	160349292
TNF	0.0	NC_071445.1	35188254
TNFAIP8	0.0003420755	NC_071443.1	87065818
TNFAIP8L3	0.000199601	NC_071451.1	34579455
TNFRSF11B	0.0001639344	NC_071457.1	76653957
TNFRSF1B	0.0	NC_071448.1	47161219
TNFRSF21	0.0	NC_071445.1	51879582
TNFSF14	0.0004842615	NC_071463.1	5884053
TNFSF15	0.000776398	NC_071442.1	160094658
TNFSF8	0.000176398	NC_071442.1	160212239
TNIK	0.0	NC_071458.1	8908841
TNIP1	0.0001936619718309859	NC_071443.1	47830072
TNK2	0.0	NC_071458.1	74087492
TNKS	0.0	NC_071454.1	27269377
TNKS1BP1	0.00069316	NC_071452.1	111633958
TNKS2	0.0	NC_071453.1	81279886
TNMD	0.0	NC_071464.1	93389238
TNNI3K	0.0	NC_071448.1	108825106
TNNT2	0.0	NC_071460.1	24536209
TNPO1	0.0	NC_071443.1	134934460
TNPO3	0.0	NC_071449.1	115484417
TNR	0.0	NC_071459.1	21315670
TNRC6A	0.0	NC_071453.1	23169428
TNRC6C	0.0	NC_071446.1	129914428
TNS1	0.00022057496629213487	NC_071447.1	136084119
TNS2	0.00297619	NC_071450.1	62935509
TNXB	0.0	NC_071445.1	35649404
TOB1	0.0	NC_071446.1	111573893
TOGARAM1	0.0	NC_071451.1	75420570
TOM1L1	0.0	NC_071446.1	107349612
TOM1L2	0.0	NC_071446.1	65387083
TOMM40L	0.0	NC_071459.1	14634765
TONSL	0.0	NC_071457.1	51514357
TOP1	0.0	NC_071446.1	34421867
TOP2B	0.0	NC_071458.1	57111013
TOPAZ1	0.0007634030000000001	NC_071456.1	20802037
TOX2	0.0	NC_071446.1	37293017
TOX4	0.0	NC_071451.1	51780092
TP53BP1	0.0	NC_071451.1	26985769
TP53BP2	0.00041254000000000003	NC_071460.1	1204906
TP53I13	0.0	NC_071446.1	100087774
TP53INP1	0.0	NC_071457.1	30595621
TP53TG5	0.0	NC_071446.1	38724036
TP73	0.0	NC_071448.1	38661988
TPBGL	0.00155618	NC_071452.1	62425300
TPCN1	0.0	NC_071450.1	112736246
TPD52L1	0.0	NC_071445.1	127880795
TPGS2	0.0	NC_071454.1	74953864
TPH1	0.0002962085	NC_071452.1	80815131
TPH2	0.0	NC_071450.1	70986478
TPI1	0.0	NC_071450.1	19238379
TPK1	0.0010204085714285713	NC_071449.1	100164233
TPM2	0.0	NC_071442.1	139614300
TPP1	0.0	NC_071452.1	69027622
TPPP2	0.0	NC_071451.1	51322636
TPSG1	0.0	NC_071453.1	1210619
TPST1	0.00505051	NC_071443.1	1063745
TRA2B	0.0	NC_071456.1	8609288
TRABD	0.0	NC_071442.1	216280375
TRABD2B	0.00018142225	NC_071448.1	81575766
TRAF1	0.0005356580000000001	NC_071442.1	166336100
TRAF2	0.0	NC_071442.1	182413873
TRAF3IP2	0.0	NC_071445.1	113933855
TRAF3IP3	0.0	NC_071460.1	33572881
TRAF6	0.0	NC_071452.1	98611598
TRAIP	0.0	NC_071456.1	26202494
TRAM2	0.0	NC_071445.1	56977994
TRAPPC1	0.0	NC_071446.1	70582875
TRAPPC10	0.0006313133333333333	NC_071462.1	47975150
TRAPPC13	0.0	NC_071443.1	140582494
TRAPPC3	0.0	NC_071448.1	69837007
TRAPPC8	0.0	NC_071454.1	70049495
TRAPPC9	0.00012864852459016393	NC_071457.1	55462902
TRDN	0.00115562	NC_071445.1	125850725
TREH	0.0	NC_071452.1	16103545
TREM1	0.0	NC_071445.1	45896430
TREML1	0.0	NC_071445.1	45761290
TRERF1	0.0	NC_071445.1	46872029
TRHDE	0.00213904	NC_071450.1	71381250
TRIM10	7.944075e-05	NC_071445.1	32150669
TRIM15	0.0	NC_071445.1	32162720
TRIM23	0.0	NC_071443.1	140665177
TRIM26	0.000232883	NC_071445.1	32186817
TRIM29	0.00090009	NC_071452.1	17546484
TRIM3	0.0007598787234042553	NC_071452.1	68843712
TRIM35	0.0	NC_071454.1	11257590
TRIM36	0.0	NC_071443.1	91532110
TRIM39	0.0	NC_071445.1	32302383
TRIM40	0.0007556766666666667	NC_071445.1	32135385
TRIM42	0.0	NC_071458.1	36804683
TRIM44	0.0	NC_071452.1	97889157
TRIM55	0.0	NC_071457.1	20272061
TRIM62	0.0	NC_071448.1	66819323
TRIM66	0.0	NC_071452.1	71256597
TRIM68	0.0005927685714285715	NC_071452.1	66733632
TRIM7	0.0	NC_071443.1	70466774
TRIM9	6.475008333333333e-05	NC_071451.1	81416234
TRIO	0.0	NC_071443.1	187474002
TRIP12	0.0	NC_071447.1	147776631
TRIQK	0.0002478805434782609	NC_071457.1	32549762
TRMO	0.0	NC_071442.1	143069081
TRMT10B	0.0	NC_071442.1	141775505
TRMT12	0.00328084	NC_071457.1	71145612
TRMT1L	0.0	NC_071459.1	36910579
TRMT61A	0.0	NC_071451.1	134278439
TRMT9B	0.00204918	NC_071454.1	25718924
TROAP	0.0004835590909090909	NC_071450.1	66678029
TRPC1	0.0	NC_071458.1	34905439
TRPC3	0.0012530280555555556	NC_071444.1	71810189
TRPC4	0.0009901	NC_071446.1	152924927
TRPC5	0.0	NC_071464.1	104302877
TRPC5OS	0.0	NC_071464.1	104313956
TRPC6	0.000912409	NC_071452.1	34951730
TRPC7	0.0	NC_071443.1	32674310
TRPM3	0.0	NC_071442.1	90180712
TRPM6	0.0	NC_071442.1	86889192
TRPM7	4.6014444444444445e-06	NC_071451.1	34027299
TRPS1	0.0	NC_071457.1	79945199
TRPV1	0.0003163555	NC_071446.1	63222541
TRPV5	0.0025676799999999997	NC_071449.1	101835780
TRPV6	0.0003190465	NC_071449.1	101890704
TRRAP	0.0	NC_071443.1	12678972
TRUB1	0.00352665	NC_071453.1	104657435
TSBP1	0.0182648	NC_071445.1	35954741
TSC1	0.0008025674157303371	NC_071442.1	178556081
TSC2	0.0	NC_071453.1	2395958
TSC22D3	0.0	NC_071464.1	100428300
TSHR	0.0	NC_071451.1	111968208
TSHZ2	0.00097752	NC_071446.1	46502618
TSHZ3	0.0	NC_071463.1	26965727
TSKU	0.0	NC_071452.1	60906405
TSNAX	0.0	NC_071460.1	49642365
TSPAN11	0.0033492208947368423	NC_071450.1	36790721
TSPAN12	0.0	NC_071449.1	123555494
TSPAN14	0.0	NC_071453.1	46515816
TSPAN15	0.0	NC_071453.1	57056430
TSPAN17	5.838387500000001e-05	NC_071443.1	66346724
TSPAN18	0.0	NC_071452.1	106686396
TSPAN19	0.0	NC_071450.1	84190622
TSPAN2	0.00980392	NC_071448.1	150318314
TSPAN3	0.0	NC_071451.1	21522442
TSPAN5	0.0005291007142857142	NC_071444.1	94989833
TSPAN7	0.0	NC_071464.1	37962220
TSPO	0.0	NC_071442.1	185708500
TSPO2	0.0	NC_071445.1	45646710
TSPOAP1	0.0008317784931506848	NC_071446.1	68970583
TSPYL5	0.0021105956521739132	NC_071457.1	28255779
TST	0.0	NC_071442.1	205266670
TSTD2	0.0	NC_071442.1	142773504
TTBK1	0.0	NC_071445.1	47852420
TTC12	0.0	NC_071452.1	10773114
TTC13	0.0	NC_071460.1	50162587
TTC14	8.461684210526316e-05	NC_071456.1	2410463
TTC17	0.0	NC_071452.1	105202826
TTC21A	0.0	NC_071458.1	70041362
TTC21B	0.0	NC_071447.1	60475484
TTC22	0.0	NC_071448.1	89034660
TTC23	0.0	NC_071447.1	8685647
TTC28	0.001077707	NC_071442.1	195784698
TTC29	0.0	NC_071444.1	46112841
TTC3	0.0	NC_071462.1	41318399
TTC33	0.0	NC_071443.1	161602124
TTC39A	0.0017470314465408802	NC_071448.1	85230053
TTC39B	0.0	NC_071442.1	118635266
TTC39C	0.0	NC_071454.1	62176941
TTC4	0.0	NC_071448.1	88968194
TTC6	0.0	NC_071451.1	68353103
TTC7B	0.00247934	NC_071451.1	121351453
TTC9	0.0	NC_071451.1	101493250
TTI1	0.0	NC_071446.1	31443788
TTK	0.0	NC_071445.1	81602198
TTLL11	0.0	NC_071442.1	167487917
TTLL12	0.000994695	NC_071442.1	185703462
TTLL4	0.0008731110091743119	NC_071447.1	136954090
TTLL5	0.0007078039649122807	NC_071451.1	106551035
TTLL7	0.0	NC_071448.1	118325144
TTN	0.00029822713919617225	NC_071447.1	46443306
TTPAL	8.984714285714286e-05	NC_071446.1	37826007
TTYH2	0.0	NC_071446.1	126308397
TUB	0.0009652508108108108	NC_071452.1	70608838
TUBGCP3	0.0	NC_071442.1	27300528
TUBGCP4	0.0	NC_071451.1	26838629
TULP4	0.0	NC_071445.1	161438345
TUT4	0.0	NC_071448.1	86587187
TWF1	0.000612464	NC_071450.1	28153264
TWSG1	0.0	NC_071454.1	48554192
TXNDC11	0.00040584375	NC_071453.1	15174480
TXNDC16	0.0	NC_071451.1	82826948
TXNDC5	0.001184835	NC_071445.1	20952402
TXNRD3	0.0	NC_071456.1	70672546
TYR	0.0	NC_071452.1	47731770
TYRO3	0.0009803916666666667	NC_071451.1	40826118
TYROBP	0.0	NC_071463.1	30631017
TYW5	0.0	NC_071447.1	117358274
U2SURP	0.0017823039444444444	NC_071458.1	34637998
UAP1L1	0.000219395	NC_071442.1	182580424
UBA6	4.6659148936170215e-05	NC_071444.1	125891663
UBA7	0.0	NC_071456.1	26169756
UBAC1	0.0	NC_071442.1	181510997
UBALD1	0.0	NC_071453.1	4458202
UBAP2	0.0	NC_071442.1	137861498
UBAP2L	0.0	NC_071459.1	8234770
UBASH3B	0.0	NC_071452.1	20177457
UBE2D1	0.0	NC_071453.1	68750813
UBE2E2	0.00118343	NC_071458.1	55038919
UBE2E3	0.0	NC_071447.1	44743386
UBE2O	0.0	NC_071446.1	128400890
UBE2QL1	0.0	NC_071443.1	196128939
UBE2V1	0.0	NC_071446.1	43419529
UBE3B	0.0	NC_071450.1	108880200
UBE3C	0.0	NC_071449.1	88303955
UBE3D	0.002754818181818182	NC_071445.1	84528417
UBFD1	0.0005924175	NC_071453.1	21980777
UBL3	0.0	NC_071446.1	145021668
UBL7	0.0	NC_071451.1	18766593
UBN2	0.0	NC_071449.1	105355558
UBOX5	0.0	NC_071446.1	8540413
UBQLN1	0.0	NC_071442.1	96156723
UBQLN2	0.0	NC_071464.1	54942782
UBR1	0.0	NC_071451.1	26463341
UBR3	0.0	NC_071447.1	56263812
UBR4	0.0	NC_071448.1	53125832
UBR5	0.0	NC_071457.1	92825809
UBR7	0.00140977	NC_071451.1	123932361
UBTFL1	0.000399361	NC_071452.1	47277656
UBXN10	0.00056338	NC_071448.1	54148521
UBXN11	0.0	NC_071448.1	60023960
UBXN2B	0.0037594	NC_071457.1	12964498
UCHL3	0.0	NC_071442.1	39002802
UCHL5	0.0	NC_071459.1	43909358
UCK1	0.0	NC_071442.1	177183995
UCKL1	0.0019305	NC_071446.1	57158830
UCP2	0.00035893714285714287	NC_071452.1	63708543
UEVLD	0.0003971632	NC_071452.1	81229677
UFL1	0.0	NC_071445.1	98654612
UFSP2	0.005045025714285715	NC_071444.1	4140936
UGGT1	0.0	NC_071447.1	32820861
UGGT2	0.0	NC_071442.1	10847504
UHRF2	0.0	NC_071442.1	109806707
UMAD1	0.0	NC_071449.1	48164708
UNC13B	4.261544117647059e-05	NC_071442.1	139184255
UNC13C	0.000277315	NC_071451.1	37790643
UNC13D	0.0	NC_071446.1	127822736
UNC5A	0.0	NC_071443.1	66126218
UNC5B	0.0	NC_071453.1	55299535
UNC5C	0.0	NC_071444.1	98352379
UNC5CL	0.0015537107692307692	NC_071445.1	45632843
UNC79	0.0	NC_071451.1	124254705
UNC80	5.6051774058577404e-05	NC_071447.1	127998188
UPK1B	0.0	NC_071456.1	77573027
UPP2	0.0033891550000000005	NC_071447.1	68540485
